ID,sex,owngun,race,marital,relig,attend3,partyid,degree,cappun,homosex2,premarsx2,grass,gunlaw,vote08,divlaw,getahead,natroad,natsci,eqwlth,age
768,1,2,1,1,4,1,3,2,2,0,,1,1,2,,2,1,2,4,37
1898,2,,2,1,1,3,1,2,2,,0,2,,1,3,,1,3,1,55
1079,2,2,1,1,4,1,4,2,1,0,1,,1,1,2,1,1,1,,56
1685,1,,1,5,2,3,2,2,2,,0,2,,1,1,,1,2,4,36
1251,2,1,1,5,1,2,6,2,1,1,,1,1,2,,1,1,2,2,28
1445,1,2,1,5,1,2,2,2,1,1,0,,2,1,1,3,1,1,,62
1075,2,2,1,1,5,,4,2,2,1,0,,1,,2,1,1,2,,
1849,2,1,1,1,1,3,7,2,1,0,1,,1,1,1,1,2,2,,79
1947,2,,2,3,1,1,2,2,1,,1,2,,2,1,,1,1,1,49
1934,1,,1,5,4,1,4,2,1,,1,2,,2,3,,1,2,4,33
1743,1,1,1,2,1,2,4,2,1,1,,1,2,1,,2,1,1,7,73
1658,2,1,3,1,2,3,2,2,2,1,0,,1,1,2,1,1,2,,57
13,2,2,1,5,4,1,4,2,2,0,,1,1,2,,1,3,3,4,28
555,2,1,2,3,1,3,1,2,2,1,0,,1,1,2,1,1,,,76
868,1,,1,3,1,1,1,2,1,,1,1,,1,2,,1,2,3,54
558,2,,2,2,1,3,1,1,2,,0,2,,1,1,,2,2,1,86
1082,1,2,1,1,1,1,5,2,2,1,,2,1,2,,1,1,2,5,48
302,1,3,1,2,1,1,4,2,1,1,1,,2,2,3,2,1,2,,69
1592,1,,1,1,11,3,2,1,2,,0,,,2,,,2,,4,39
1378,1,1,2,1,4,3,,2,,1,0,,1,2,2,1,1,2,,46
63,1,2,3,1,9,1,4,1,2,1,,2,2,,,1,3,3,1,35
1330,2,2,1,1,1,3,7,2,2,1,0,,1,2,2,1,1,2,,50
810,1,1,2,3,4,2,1,2,,,1,,1,1,1,2,1,1,,61
762,2,,1,3,1,2,2,2,2,,0,1,,1,1,,1,2,3,67
1824,1,1,1,3,1,1,4,2,2,1,,2,1,2,,1,1,2,1,68
334,1,2,1,3,2,1,2,1,1,1,0,,1,,2,1,2,1,,89
1465,1,1,1,1,1,3,2,2,1,1,,2,1,1,,2,1,3,5,54
841,2,2,2,2,1,3,2,2,,0,,2,2,1,,1,2,2,3,71
1660,1,2,3,1,2,1,3,2,1,0,,1,1,,,1,1,2,4,53
1459,2,1,1,1,1,2,6,2,1,0,,2,1,2,,1,2,2,2,53
556,2,,2,5,1,1,1,1,2,,1,1,,1,1,,3,3,4,40
1501,1,1,1,1,4,1,5,2,1,1,,2,1,1,,1,1,1,5,72
786,2,,1,2,1,3,6,2,2,,0,2,,1,3,,1,2,4,89
792,1,,1,3,1,1,5,1,1,,1,1,,2,1,,1,1,2,36
1623,1,,1,1,4,1,5,1,1,,1,2,,1,2,,2,1,1,33
1856,1,2,1,5,4,1,1,2,2,0,,1,2,1,,1,1,1,1,51
1818,1,,1,1,1,1,4,1,1,,0,2,,1,2,,2,2,4,73
131,1,2,1,1,2,1,7,2,1,1,,2,1,1,,1,1,2,6,62
116,1,,1,3,1,2,5,2,1,,1,2,,1,3,,1,2,7,60
518,1,2,1,1,2,2,4,1,2,1,,1,1,,,1,2,2,3,32
862,1,,1,1,1,2,6,1,1,,1,1,,1,1,,1,1,5,45
1795,1,1,1,1,1,1,6,2,1,1,,1,1,1,,1,1,1,,71
1175,1,,2,1,1,2,1,2,1,,0,2,,1,1,,1,3,1,30
1340,1,,1,1,1,3,5,1,1,,0,2,,1,1,,2,1,7,84
1067,1,,3,1,1,1,3,1,2,,1,2,,2,3,,3,2,7,28
933,1,,3,1,2,1,3,2,2,,0,2,,2,1,,1,3,4,42
1890,1,2,2,1,1,2,2,2,1,1,1,,1,2,1,1,1,1,,44
1363,2,2,2,3,1,2,1,2,2,1,,2,1,1,,3,3,2,1,54
1446,1,,1,5,1,2,5,2,1,,1,1,,2,,,1,1,5,35
444,1,1,2,1,4,1,1,1,1,1,,1,2,1,,1,1,1,1,71
1665,1,2,1,3,1,1,7,2,1,0,1,,2,2,2,1,2,2,,63
581,1,1,3,1,9,2,1,2,2,1,0,,1,2,2,2,2,1,,49
1504,2,1,1,4,1,2,3,2,1,0,1,,2,2,3,3,2,2,,49
1921,2,2,2,3,1,1,1,2,1,1,,2,1,1,,1,3,3,4,41
819,2,2,1,1,11,1,1,2,1,0,1,,1,1,1,1,3,1,,32
1464,2,,1,1,4,1,1,2,1,,1,1,,1,3,,1,2,3,50
1497,2,2,2,3,1,3,4,1,1,1,,1,1,1,,1,3,,5,58
1969,2,2,3,5,2,1,4,1,2,0,1,,1,,2,3,3,3,,25
129,2,,1,5,11,3,4,2,1,,0,1,,2,1,,2,2,1,34
988,1,,1,5,4,1,5,1,1,,1,1,,2,1,,3,2,1,42
1903,1,2,3,1,1,3,4,1,1,1,0,,2,,2,1,2,,,31
373,1,1,1,1,1,3,7,2,,1,,2,1,1,,1,2,2,4,85
1631,2,2,1,2,1,1,1,2,1,0,,1,1,2,,2,1,2,1,76
1093,2,,1,1,11,3,6,2,1,1,,2,1,1,,1,2,2,3,54
224,2,2,1,5,1,1,4,2,1,1,0,,1,2,2,1,2,1,,38
1321,2,1,1,1,1,3,7,2,2,1,0,,1,1,2,1,2,2,,53
1929,2,,1,2,11,2,4,1,1,,1,,,2,1,,1,2,3,44
188,2,2,1,3,2,2,2,2,2,1,,2,1,2,,3,1,1,3,60
1096,1,1,1,1,4,1,2,1,2,1,1,,1,2,2,2,2,2,,53
578,1,,2,1,1,2,1,2,1,,1,1,,1,1,,1,2,1,59
1777,1,,1,1,1,1,5,2,1,,0,2,,2,3,,1,1,4,60
903,2,2,1,3,4,1,3,2,2,0,1,,1,1,1,1,2,2,,31
811,1,2,2,5,1,1,1,2,1,1,1,,1,1,1,3,2,2,,51
486,2,3,2,3,11,3,4,2,2,1,0,,1,,1,1,3,2,,59
1424,2,,1,4,1,1,2,2,1,,1,1,,1,1,,1,2,3,38
1436,1,1,1,3,1,1,7,2,1,0,,1,2,1,,3,1,2,5,43
1493,2,1,2,1,1,1,2,2,2,1,,1,2,1,,1,2,2,3,53
1052,1,2,1,2,2,1,2,1,1,1,1,,1,1,2,1,1,,,88
952,2,2,1,1,1,3,2,2,2,1,0,,1,1,3,2,1,2,,63
1893,1,1,2,3,1,3,1,2,1,0,,2,1,1,,3,1,1,1,61
1917,2,2,2,5,4,2,7,1,1,1,0,,1,,1,3,2,2,,21
1839,2,,1,3,2,2,1,2,1,,0,2,,1,1,,1,3,2,74
713,2,2,1,1,1,1,1,2,1,0,,2,1,1,,1,2,2,4,72
1156,2,1,1,1,1,2,6,2,1,1,,2,1,2,,1,1,3,1,43
1248,2,,1,2,1,3,1,2,1,,0,1,,1,2,,1,1,1,55
1630,2,2,1,1,11,3,6,2,1,1,0,,1,1,2,1,,3,,70
870,1,2,1,1,1,3,4,2,1,1,,2,,2,,1,3,2,6,23
1734,1,1,3,1,1,3,7,2,1,1,0,,1,1,2,1,1,2,,38
1603,1,,3,1,2,2,4,1,1,,1,2,,2,1,,2,2,4,55
158,1,,1,5,2,3,6,2,2,,0,2,,,1,,3,2,4,52
1140,2,2,2,1,1,3,1,2,2,1,,1,1,1,,1,2,2,2,53
1715,1,1,1,1,11,2,2,2,1,,,2,2,1,,1,2,2,3,59
728,1,,1,5,4,1,2,2,2,,1,1,,,2,,2,2,1,21
148,1,2,1,5,4,1,5,1,1,1,1,,1,,2,1,3,3,,22
181,2,1,1,1,2,3,5,2,1,0,1,,1,1,1,3,1,1,,55
1611,2,2,3,4,2,2,4,1,2,1,1,,1,2,1,1,3,1,,44
1707,2,,1,5,4,1,4,1,1,,1,1,,,1,,3,1,2,20
1770,2,1,1,1,1,3,5,2,1,1,0,,1,1,2,1,1,3,,35
675,1,,1,5,11,2,4,2,1,,0,2,,,2,,1,2,1,21
818,1,1,1,5,1,2,6,2,1,0,,1,2,1,,1,2,2,7,30
124,1,,2,3,1,1,3,2,1,,1,1,,1,3,,1,2,4,49
391,1,,1,3,4,1,2,2,1,,1,1,,1,1,,1,2,1,64
219,1,2,1,1,2,2,3,2,2,1,1,,1,2,1,1,2,3,,22
813,1,2,1,3,2,2,2,1,,1,,2,,2,,1,1,1,1,63
1281,1,2,1,1,11,1,6,2,1,1,,2,1,1,,2,2,2,7,57
136,1,2,2,5,1,2,1,2,2,1,,2,2,1,,1,2,2,4,34
1834,2,1,1,1,1,3,1,2,2,,,,1,1,3,1,1,1,,78
255,2,2,3,5,2,2,2,2,1,1,1,,1,1,1,3,1,2,,30
806,2,1,1,1,1,3,7,2,2,1,,2,2,1,,2,2,3,7,54
511,2,,2,5,4,1,4,2,2,,,2,,,,,2,,4,21
1094,2,2,3,1,11,3,4,1,2,1,,,,,2,1,1,,,38
820,2,2,1,5,2,1,3,1,1,0,,1,1,2,,1,2,2,1,30
1442,1,2,1,1,2,2,4,2,,1,0,,1,2,3,1,2,2,,32
1872,1,2,1,1,4,1,4,1,1,1,1,,1,2,2,1,2,1,,64
866,1,2,2,3,4,1,1,2,1,1,1,,1,1,1,1,3,2,,62
517,2,,1,1,1,3,6,1,1,,0,1,,2,2,,3,3,1,48
678,2,2,1,3,2,1,3,2,1,0,,,2,1,,1,1,1,1,63
1609,2,,1,5,1,3,4,2,1,,0,,,1,3,,2,1,4,31
687,1,,1,1,2,2,3,2,1,,1,2,,1,1,,2,,4,34
420,2,2,2,1,1,2,3,2,2,1,1,,1,2,1,1,3,2,,38
1328,2,2,1,5,1,3,2,2,1,1,0,,1,1,2,1,2,2,,65
1599,2,,1,5,2,3,3,1,1,,0,2,,2,1,,2,2,7,37
1071,2,2,2,5,11,1,4,2,2,0,0,,1,1,3,1,3,2,,28
269,2,2,1,1,1,3,4,2,2,,,,1,1,3,2,,2,,76
1122,2,2,1,1,1,3,7,2,1,1,,2,1,2,,1,2,3,1,40
1162,2,,1,1,1,3,7,2,2,,0,2,,1,2,,3,3,1,54
411,1,1,1,5,2,1,6,1,1,0,1,,2,,2,1,2,2,,20
1746,1,1,1,3,1,2,7,2,1,0,0,,2,1,1,1,1,,,65
864,2,2,2,5,1,3,5,2,1,1,,2,2,2,,2,2,2,2,45
1474,2,1,1,1,4,1,4,2,1,0,,1,2,1,,1,2,1,3,27
1816,2,2,1,2,2,3,1,1,1,1,,,2,1,,2,,2,1,89
1186,1,2,2,5,4,2,5,2,2,1,0,,1,1,1,1,1,,,29
1160,2,2,2,5,11,3,1,2,2,1,,2,2,1,,1,2,3,1,32
711,1,,1,1,1,3,5,1,1,,0,2,,1,,,1,2,4,77
656,1,,1,1,2,1,3,2,1,,1,2,,1,2,,2,2,5,24
1916,2,2,2,5,1,2,4,1,2,1,,2,2,1,,1,2,,1,39
1968,1,1,1,3,1,1,6,1,1,1,,1,1,2,,1,3,3,1,78
1412,2,,1,1,1,3,5,2,1,,1,2,,2,2,,2,2,4,40
1002,1,2,2,5,1,1,,1,2,1,1,,1,,,1,1,1,,20
1918,2,,1,2,1,1,4,1,,,,2,,1,,,,,,67
930,1,2,1,1,1,3,6,2,1,1,0,,1,1,2,2,1,2,,72
324,1,2,3,1,,1,4,1,2,1,1,,1,2,3,1,2,3,,33
406,2,2,3,1,7,2,5,2,1,1,0,,1,2,2,1,2,2,,42
1756,2,2,2,5,1,2,2,1,2,1,,1,1,1,,1,1,3,7,52
1164,2,2,2,2,1,3,1,2,1,1,,,2,1,,,,1,,55
647,1,1,3,5,2,2,3,2,1,1,0,,1,,1,1,2,1,,18
1270,1,1,1,5,1,2,6,1,1,1,,1,2,,,1,2,2,4,19
1425,1,2,1,5,1,1,2,2,1,1,0,,1,2,2,1,1,1,,24
321,1,,1,5,4,1,4,2,2,,1,1,,,2,,3,,4,21
1268,2,2,2,5,1,3,1,2,1,1,0,,1,1,1,2,1,2,,37
995,2,2,1,2,1,3,1,1,,1,,2,1,2,,3,1,3,1,77
928,2,,1,5,4,1,4,2,1,,1,2,,2,1,,3,3,4,37
1188,1,2,1,1,4,1,4,1,1,1,,1,1,1,,1,1,,1,30
133,2,,1,3,1,2,1,1,2,,1,1,,1,1,,2,2,1,72
1267,2,,1,1,1,1,7,2,1,,0,,,1,2,,1,3,1,48
942,2,1,1,1,11,2,6,2,1,0,,1,1,1,,1,2,3,5,32
119,1,1,1,1,2,1,3,2,1,,,2,1,1,,1,,1,4,68
256,2,2,2,2,1,3,1,1,1,1,,2,1,1,,1,1,2,6,89
506,1,,3,1,2,3,3,1,2,,0,2,,2,2,,2,3,3,49
1545,2,2,1,1,2,3,2,1,2,1,1,,2,,2,1,2,3,,79
1802,2,1,1,5,1,1,5,2,1,0,,2,2,2,,1,2,2,2,25
481,2,2,1,1,1,2,4,2,1,1,1,,1,1,1,1,2,3,,52
863,2,,2,1,1,3,1,1,1,,0,2,,1,1,,1,3,4,68
1596,2,2,1,1,1,1,7,2,1,1,,2,1,1,,1,,,4,85
1431,2,1,1,1,11,3,6,2,1,1,0,,1,1,2,1,2,1,,34
1742,2,1,1,1,1,1,7,1,1,1,0,,2,1,3,1,3,3,,55
1678,2,2,1,2,11,1,4,1,,1,0,,1,1,1,2,3,2,,74
1302,2,2,1,3,1,1,6,1,1,0,1,,1,2,2,1,1,1,,64
925,1,2,1,5,4,1,2,2,2,0,1,,2,2,1,1,2,1,,31
1003,1,2,3,5,4,1,3,1,2,0,,1,2,2,,3,2,1,2,30
1696,2,2,3,3,9,2,4,1,1,0,1,,2,1,2,1,2,,,73
547,1,,2,2,4,1,4,1,2,,1,2,,2,,,2,2,7,73
1882,2,2,3,1,1,3,1,1,2,1,,2,,2,,3,2,2,2,60
1383,2,1,3,1,2,1,2,2,1,0,1,,1,1,2,1,1,2,,26
1876,1,,1,1,1,3,2,2,2,,0,2,,1,2,,1,2,5,89
220,2,,3,1,2,1,3,1,1,,1,2,,2,3,,2,1,4,33
240,1,2,3,1,2,3,,2,1,1,0,,1,2,2,1,2,3,,28
880,2,2,3,5,2,2,5,2,1,0,1,,1,2,,1,3,3,,34
1234,1,,2,1,1,3,,2,1,,0,2,,2,2,,2,1,1,32
491,1,,3,5,4,1,4,1,1,,1,1,,,2,,3,2,1,20
1760,2,,1,1,1,3,7,2,1,,0,2,,1,2,,,3,4,80
875,2,2,1,4,1,3,2,2,1,0,1,,1,1,2,1,2,2,,74
1823,2,2,1,3,1,3,6,2,1,1,0,,2,1,2,3,2,1,,74
1286,1,2,2,5,1,3,2,1,2,1,,1,2,1,,1,1,3,1,22
971,1,,3,1,1,3,2,2,1,,0,2,,1,2,,2,1,3,24
1010,2,2,1,2,2,3,3,2,2,1,,2,1,1,,3,1,1,1,71
1406,2,2,1,3,1,1,2,2,2,,,2,2,1,,1,2,3,4,68
479,1,2,1,5,2,1,3,1,2,1,1,,2,,3,1,2,,,19
1100,2,,1,1,1,1,2,2,2,,1,1,,1,1,,1,1,3,66
364,2,2,3,5,1,3,4,1,1,1,0,,1,2,1,1,2,2,,34
1801,2,,3,1,1,1,4,2,2,,0,2,,1,2,,2,2,1,45
1049,2,2,3,5,1,1,1,1,1,1,,1,1,1,,1,1,2,1,47
1900,1,2,3,5,2,2,5,1,2,1,,2,1,,,1,2,2,5,29
1448,2,,1,1,1,2,6,2,1,,1,1,,1,2,,2,1,3,51
1642,1,1,1,1,4,1,2,2,1,1,0,,2,1,2,1,2,1,,86
838,2,2,1,1,2,1,3,2,,0,,,1,2,,2,1,2,3,38
1379,2,2,1,2,1,2,,1,1,1,,1,1,2,,3,2,2,7,69
155,2,2,3,5,2,2,4,1,2,1,,2,1,2,,1,1,2,4,28
1157,2,1,1,3,1,3,6,2,1,1,0,,1,1,1,1,1,2,,58
1074,2,2,2,5,1,3,2,2,1,1,,2,1,1,,2,2,3,1,57
209,1,2,1,5,4,1,2,2,,1,1,,1,2,1,1,2,2,,30
1904,2,2,3,5,4,1,,1,1,1,,2,1,2,,1,3,,5,25
225,2,1,1,1,1,2,6,2,1,1,0,,1,1,2,1,2,2,,67
1931,1,,1,1,1,2,7,1,1,,0,2,,1,2,,2,2,4,73
1444,1,,3,5,11,2,3,2,1,,1,2,,2,3,,2,,6,25
1533,2,2,3,1,1,3,4,1,2,0,,2,1,1,,1,3,2,4,60
860,2,1,1,1,1,2,3,2,1,1,,1,1,1,,2,1,2,3,64
1110,2,,1,1,2,2,3,2,2,,0,1,,1,2,,2,1,1,59
395,2,2,2,5,1,1,1,2,2,0,1,,1,1,1,1,1,2,,29
308,1,2,2,3,9,3,3,1,2,1,,2,1,,,1,1,1,1,57
1764,2,,1,2,4,1,4,1,2,,0,1,,2,2,,2,2,3,62
554,2,,2,2,1,3,1,1,2,,0,2,,1,1,,3,2,7,80
1925,2,3,1,1,1,3,2,2,1,1,0,,1,2,1,2,2,2,,56
1855,1,,1,1,1,3,6,2,1,,0,2,,1,2,,2,3,7,55
1026,1,1,1,1,4,1,1,2,1,0,1,,1,1,1,3,1,1,,27
859,1,2,1,3,4,1,4,1,1,1,1,,1,2,2,3,1,1,,35
546,1,2,2,1,1,3,3,2,2,1,0,,1,1,2,1,2,2,,62
500,1,2,3,1,2,1,4,1,1,0,,2,1,,,2,1,2,2,25
1365,1,1,1,3,4,1,4,2,1,0,1,,2,1,2,1,1,1,,47
20,2,2,3,5,2,1,4,2,1,0,1,,1,,1,1,1,2,,18
1241,2,2,1,5,,1,4,1,1,1,,,,2,,1,2,,4,23
1184,2,2,2,5,1,3,1,1,2,1,,1,1,1,,1,2,1,7,57
566,1,2,3,1,2,1,1,1,1,0,1,,1,,1,1,1,1,,68
1089,2,2,2,1,1,1,4,1,1,1,1,,1,2,1,1,2,1,,38
1661,1,1,1,1,1,1,5,2,1,0,0,,1,1,2,1,1,2,,79
1187,2,,2,5,1,2,7,1,,,0,1,,,2,,2,2,1,19
1085,2,,1,1,6,1,3,2,1,,1,1,,2,2,,1,1,5,31
1700,2,2,3,2,2,2,,2,,,,1,,,,1,1,2,1,74
533,1,1,1,1,2,1,6,2,1,0,,1,1,1,,1,2,3,2,58
939,2,2,1,1,4,1,4,2,1,0,1,,1,1,2,2,1,1,,48
1527,1,1,1,2,1,3,1,2,1,1,,2,1,1,,1,1,1,1,67
1370,2,,1,3,10,2,2,1,2,,0,2,,1,2,,1,2,1,60
222,2,1,1,1,1,1,1,1,1,0,1,,1,1,3,1,1,2,,54
15,1,,3,5,2,2,4,1,2,,1,2,,2,1,,2,1,7,52
1380,2,2,1,4,2,1,1,2,2,1,0,,1,1,3,2,2,2,,63
1121,2,,1,1,1,3,4,2,2,,,2,,2,,,,2,5,65
1943,2,2,2,5,1,1,4,2,2,0,,1,2,1,,1,3,3,4,30
507,2,1,1,1,4,1,5,2,1,,1,,2,,3,1,2,1,,49
257,1,,2,5,4,1,1,2,2,,0,1,,1,1,,3,3,1,30
1025,2,1,3,1,4,1,4,1,1,1,,1,1,2,,1,2,1,1,40
843,2,,1,1,1,3,6,2,1,,0,2,,1,2,,2,2,1,77
764,2,2,1,4,1,2,7,2,1,1,,1,1,1,,1,1,1,7,47
1864,2,2,1,1,1,1,5,1,1,,,1,2,2,,2,2,2,1,62
1808,1,,1,5,1,1,4,1,2,,0,2,,2,1,,2,1,1,64
1429,2,2,1,2,1,1,2,1,1,1,,1,1,2,,1,3,3,1,89
1066,1,2,1,5,2,1,4,2,1,0,1,,1,2,3,3,1,2,,28
1774,2,2,1,2,1,3,4,2,1,1,0,,1,2,2,1,1,2,,86
1477,2,2,1,1,1,1,6,2,1,1,1,,1,1,1,2,1,1,,70
473,2,,2,5,1,3,2,1,2,,0,2,,1,2,,3,3,4,37
1716,2,,1,2,,,5,1,1,,0,2,,,2,,2,,4,82
740,1,,1,2,2,2,2,2,1,,1,1,,1,1,,2,2,5,62
1045,1,2,1,1,4,1,7,1,1,1,,,1,1,,1,1,3,6,84
469,1,1,1,4,4,1,5,2,1,,1,,1,2,1,3,1,3,,58
180,1,2,3,1,2,2,4,1,2,1,,2,1,2,,1,3,3,1,38
1541,2,2,1,5,2,3,4,1,2,1,,2,1,1,,1,2,2,4,55
835,2,2,2,2,1,2,2,1,2,,,2,1,1,,2,3,1,1,58
1827,1,1,1,1,1,1,2,2,2,0,1,,2,1,3,1,1,1,,56
85,2,,1,5,4,1,1,2,1,,1,1,,2,2,,2,2,2,64
1091,2,2,2,1,1,3,4,2,2,1,,,1,1,3,1,2,1,,49
238,1,2,1,5,2,2,4,2,1,0,,,1,2,,1,3,2,1,32
1525,1,,1,5,1,2,3,1,1,,0,1,,1,2,,1,1,1,26
882,1,1,2,3,11,3,1,1,1,1,1,,2,1,2,1,1,2,,33
152,2,2,1,5,2,2,3,1,2,1,,2,1,2,,1,2,2,4,49
1323,1,1,1,5,1,2,3,2,2,,0,,1,1,1,1,2,1,,30
1309,2,2,2,5,1,3,2,2,1,0,1,,1,1,2,3,2,1,,25
888,1,1,1,1,1,1,7,2,1,1,1,,1,1,1,3,2,3,,61
846,2,1,1,1,1,2,7,2,1,1,,1,1,1,,1,1,2,7,56
1202,1,1,1,3,11,1,6,1,1,0,,1,1,2,,1,2,2,6,39
1763,1,1,1,5,4,3,7,2,1,1,,1,2,1,,1,2,1,7,53
622,2,,1,1,11,3,7,2,1,,0,2,,1,,,2,2,,33
247,2,2,1,5,11,2,2,2,1,0,0,,1,1,1,1,3,1,,39
1229,2,2,2,5,1,3,4,2,1,1,1,,1,2,1,1,3,1,,33
521,2,,2,3,1,1,1,2,1,,0,2,,1,3,,1,2,4,57
485,1,,1,1,10,1,1,1,1,,1,2,,1,2,,2,2,1,82
1244,1,,2,5,1,3,1,1,,,,,,,,,1,,4,59
1457,1,1,1,1,4,1,4,2,1,0,,,1,2,,2,1,2,3,47
1862,2,,1,1,1,1,5,2,2,,0,1,,2,2,,2,2,1,44
667,1,2,3,5,2,3,5,2,,1,,2,2,2,,3,1,1,4,38
277,2,2,1,5,2,2,1,2,1,1,0,,1,1,1,1,3,1,,32
1677,2,2,1,1,4,1,,2,2,0,1,,1,1,3,2,1,2,,71
560,2,2,1,1,2,2,4,2,2,1,0,,1,,2,2,3,,,48
300,2,1,1,1,2,1,4,2,1,1,,1,1,,,1,1,3,3,56
1584,1,2,1,5,4,1,5,2,1,0,,1,2,1,,3,2,2,2,25
707,2,2,1,1,1,1,2,2,1,0,,1,1,2,,1,2,1,2,25
1741,2,1,1,2,1,1,7,2,1,1,0,,1,1,2,3,2,3,,84
457,2,2,1,1,1,1,,2,2,,,,1,1,,1,2,1,7,65
1683,1,1,1,1,2,3,2,1,1,1,0,,1,1,,1,2,2,,67
1112,2,,1,1,1,3,7,2,1,,0,2,,1,2,,1,1,7,65
576,1,2,2,2,11,3,4,1,1,1,,1,1,2,,2,1,1,4,60
1265,1,2,1,5,1,1,5,2,2,0,,1,2,2,,2,1,2,1,27
737,2,1,1,2,2,3,2,2,2,0,,2,1,1,,2,2,,4,76
1905,1,1,1,1,1,3,2,2,1,1,0,,1,2,2,1,1,3,,68
1342,1,1,1,1,1,3,2,2,2,1,1,,1,1,2,1,2,3,,87
245,1,2,1,2,2,1,3,2,1,0,,1,1,,,3,1,2,1,87
605,1,,1,1,2,1,2,2,2,,1,1,,1,3,,1,2,2,70
154,2,,3,1,2,2,2,1,2,,1,2,,2,1,,2,2,1,42
1345,2,2,1,2,1,3,6,2,2,1,,2,2,1,,1,2,2,7,86
606,1,2,1,5,4,1,2,2,2,,1,,1,1,3,2,2,1,,28
1775,1,,1,1,1,1,2,2,1,,1,1,,,2,,2,2,4,59
1769,1,2,1,2,4,1,3,1,1,1,,,1,2,,2,2,1,4,78
1565,1,,3,1,2,1,5,2,1,,1,1,,1,1,,1,2,7,45
1146,2,1,1,1,1,3,3,1,1,1,,2,1,2,,1,3,2,1,41
426,1,2,1,5,4,1,4,2,1,0,0,,2,,1,3,2,3,,20
1418,1,2,2,1,1,1,1,2,1,0,1,,1,1,1,1,1,1,,35
298,2,2,1,3,4,1,4,2,1,1,1,,1,1,3,2,1,1,,23
1061,2,1,1,3,2,1,4,2,,0,1,,1,2,3,1,1,,,42
1236,2,2,1,2,2,3,1,2,2,0,1,,1,1,2,1,1,2,,77
1892,1,1,1,3,1,3,1,2,1,1,,1,1,1,,2,2,2,2,51
1641,2,,1,5,4,1,6,2,1,,0,2,,1,1,,3,3,3,36
448,2,1,1,5,4,1,4,2,2,0,,1,2,2,,1,2,2,3,23
634,2,2,1,3,3,1,1,2,2,0,1,,1,1,1,1,1,,,58
1607,2,2,1,1,1,3,4,1,2,1,0,,1,,1,1,3,2,,32
940,2,,1,3,4,1,4,2,1,,1,,,1,3,,1,2,3,39
1212,1,1,1,5,4,1,4,1,1,0,,2,1,,,1,1,2,4,19
1526,2,,1,2,1,3,4,2,1,,0,1,,1,2,,1,1,7,81
1626,2,,1,3,4,1,5,1,1,,1,1,,2,1,,2,2,4,50
217,1,,1,1,1,3,5,2,1,,0,2,,1,2,,2,2,6,72
376,2,2,1,2,1,3,4,2,2,1,,2,1,1,,1,2,2,7,85
1084,2,1,1,1,1,2,5,2,1,1,,,2,1,,1,,,2,46
38,2,,2,5,1,2,1,2,1,,1,2,,1,3,,3,2,1,49
226,1,,1,1,1,1,,2,1,,1,1,,1,2,,1,2,6,48
1826,2,1,1,1,1,3,3,2,1,0,,2,2,2,,1,2,2,4,59
1226,2,,1,1,11,1,4,1,1,,0,2,,1,2,,3,3,1,44
1867,1,1,1,1,1,3,1,2,1,1,0,,1,1,2,3,1,2,,71
949,2,2,1,3,1,1,6,2,1,1,1,,1,1,2,1,1,2,,70
580,2,,1,3,2,1,6,1,1,,0,2,,1,3,,1,1,7,66
1780,1,1,1,3,1,2,2,2,1,1,0,,1,1,2,2,1,1,,65
1107,1,1,1,5,2,1,4,1,1,1,1,,2,2,1,1,2,1,,23
645,1,,1,1,11,1,4,2,1,,1,2,,2,2,,2,2,5,48
303,2,1,1,1,2,3,7,2,2,1,,2,2,1,,1,2,3,7,62
1261,2,1,1,2,1,3,7,1,2,1,0,,2,1,,1,2,1,,81
233,2,2,2,3,1,1,1,1,1,1,,1,1,1,,3,2,2,2,68
1441,1,,1,5,4,1,2,2,1,,1,,,1,,,1,1,2,30
1343,1,3,1,1,1,2,6,1,1,1,,2,2,2,,1,2,1,6,75
1238,1,,1,3,1,1,4,2,2,,0,1,,1,2,,1,1,7,42
1014,2,,1,1,2,2,2,2,1,,1,1,,1,1,,3,1,2,55
779,2,,1,5,4,1,4,2,1,,0,1,,1,,,2,2,3,22
559,1,1,1,5,4,1,4,2,2,0,,1,1,2,,3,1,1,4,53
1776,1,1,1,5,4,1,4,2,1,0,1,,1,1,2,3,1,1,,27
856,1,2,1,1,1,1,3,1,1,1,0,,1,1,2,1,1,1,,63
1813,1,1,1,1,1,2,2,2,1,1,,2,1,1,,1,2,1,3,61
749,2,,1,5,2,1,2,1,1,,0,1,,2,1,,2,2,4,22
1594,2,2,1,1,1,3,4,2,1,1,0,,2,2,,1,2,,,28
1967,2,,1,1,3,1,7,1,1,,1,2,,1,1,,2,2,7,69
176,1,1,3,5,2,2,4,2,1,1,1,,2,2,2,1,3,2,,22
1263,2,3,1,1,1,3,7,2,1,1,0,,,1,2,1,1,2,,62
1176,2,1,1,1,2,3,6,2,1,0,1,,1,1,2,1,1,1,,61
1675,1,,1,5,4,1,1,2,1,,0,1,,1,1,,2,1,1,27
320,2,,2,1,1,3,1,2,2,,0,2,,1,2,,3,1,5,57
1476,1,,1,1,1,2,2,2,1,,0,2,,1,2,,2,3,4,65
1810,2,,1,2,1,3,2,2,1,,0,2,,1,2,,2,3,2,87
993,2,2,1,5,1,3,7,2,1,1,0,,2,1,2,1,2,2,,50
812,2,,2,2,11,3,1,1,2,,0,2,,1,2,,3,3,1,72
